field,name,university,duration,url,language,city,country,mode,deadline,pace,tution_amount,tution_currency
Economic-Studies,MSc/PGDip/PGCert in Global Finance & Banking,King's College London Online,2&nbsp;-&nbsp;6 years,null,"[""English""]",London,United Kingdom,"[""Online""]",null,"[""Part-time""]",23064,GBP
Economic-Studies,MSc Accounting and Finance,"Birmingham Business School, University of Birmingham",1 year,null,"[""English""]",Birmingham,United Kingdom,"[""Campus""]","""01 Jul 2022""","[""Full-time""]",17730,GBP
Economic-Studies,MSc Finance,University of Lincoln,1&nbsp;-&nbsp;2 years,https://www.lincoln.ac.uk/home/studywithus/internationalstudents/entryrequirementsandyourcountry/,"[""English""]",Lincoln,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",16200,GBP
Economic-Studies,Panthéon Sorbonne Master in Economics (PSME): Financial Economics track,Universit\u00e9 Paris 1 Panth\u00e9on-Sorbonne - Sorbonne School of Economics,2 years,null,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",6500,EUR
Economic-Studies,Public and Private Financial Management,Danubius University,2 years,null,"[""English"",""Rumenian""]",Galați,Romania,"[""Campus""]",null,"[""Full-time""]",2900,EUR
Economic-Studies,MSc in Economic Development and Globalization,University of Groningen,1 year,null,"[""English""]",Groningen,Netherlands,"[""Campus""]","""01 May 2022""","[""Full-time""]",2168,EUR
Economic-Studies,MSc in Sustainable & Inclusive Finance,Montpellier Business School,1&nbsp;-&nbsp;2 years,null,"[""English""]",Montpellier,France,"[""Campus""]",null,"[""Full-time""]",39500,EUR
Economic-Studies,MS in Finance,"University of Missouri Robert J. Trulaske, Sr. College of Business",null,null,"[""English""]",Columbia,USA,"[""Online""]",null,[],null,null
Economic-Studies,Master in Taxation,Comfacauca University Corporation (Corporaci\u00f3n Universitaria Comfacauca UNICOMFACAUCA),null,null,"[""Spanish (Colombia)""]",Puerto Tejada,Colombia,"[""Campus""]",null,[],null,null
Economic-Studies,Master in Finance and Banking,Vilnius University,3&nbsp;-&nbsp;4 semesters,null,"[""English""]",Vilnius,Lithuania,"[""Campus""]","""01 Jun 2022""","[""Full-time""]",4020,EUR
Economic-Studies,Master of Science in Strategic Finance,Indiana University Southeast,null,null,"[""English""]",New Albany,USA,[],null,[],null,null
Economic-Studies,Master in Financial Management,OBS Business School,12 months,null,"[""Spanish""]",Barcelona,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",7500,EUR
Economic-Studies,Master of Finance,Universidad de Sonora,2 years,https://aspirantesposgrado.uson.mx/Account/Login?ReturnUrl=%2F,"[""Spanish""]",Hermosillo,Mexico,"[""Campus""]",null,"[""Full-time""]",48000,MXN
Economic-Studies,MSc in Maritime Economics & Logistics (MEL),MEL Erasmus Center for Maritime Economics & Logistics,12&nbsp;-&nbsp;24 months,https://www.maritimeeconomics.com/msc-programme/programme-curriculum/,"[""English""]",Rotterdam,Netherlands,"[""Campus""]","""16 Jul 2022""","[""Full-time"",""Part-time""]",27250,EUR
Economic-Studies,Master in Economics,University of Bologna,2 years,https://www.unibo.it/en/university/covid-19-The-measures-adopted-by-the-University-of-Bologna/covid-misure-universita-di-bologna/?utm_source=Keystone&utm_campaign=Keystone&utm_medium=KeystoneListing,"[""English""]",Bologna,Italy,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Accounting and Business Information Systems (RWI),Universitatea De Vest Din Timisoara,null,null,"[""German""]",Timișoara,Romania,"[""Campus""]",null,"[""Full-time""]",3500,RON
Economic-Studies,Master's Programme in Applied Statistics,\u00d6rebro University,2 years,null,"[""English""]",Örebro,Sweden,"[""Campus""]",null,"[""Full-time""]",221800,SEK
Economic-Studies,Master in Econometrics,Louisiana State University LSU,null,null,"[""English""]",Eunice,USA,"[""Online""]",null,[],null,null
Economic-Studies,Master in Finance and Fintech,Bologna Business School,12 months,null,"[""English""]",Bologna,Italy,"[""Campus""]",null,"[""Full-time""]",14800,EUR
Economic-Studies,MSc in Economic Decision and Cost Benefit Analysis (EDCBA),Paris School of Economics,12 months,null,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",15000,EUR
Economic-Studies,Master in Risk Management & Environment Engineering,ESAIP Graduate School of Engineering,3 years,null,"[""English""]",Angers,France,"[""Campus""]",null,"[""Full-time""]",6100,EUR
Economic-Studies,Master of Science in Taxation,University of Baltimore,null,null,"[""English""]",Baltimore,USA,[],null,[],null,null
Economic-Studies,Master of Science in Financial Technology and Analytics,The University of Texas at Dallas,2 years,null,"[""English""]",Richardson,USA,"[""Campus""]",null,"[""Full-time""]",18276,USD
Economic-Studies,Master of Taxation (MTax),The University of Akron,15&nbsp;-&nbsp;21 months,null,"[""English""]",Akron,USA,"[""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",802,USD
Economic-Studies,Master in Economics and Management: Business and Administration,University of Bologna,2 years,https://www.unibo.it/en/university/covid-19-The-measures-adopted-by-the-University-of-Bologna/covid-misure-universita-di-bologna/?utm_source=Keystone&utm_campaign=Keystone&utm_medium=KeystoneListing,"[""English""]",Forli,Italy,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master in Accounting,ITAM - Instituto Tecnol\u00f3gico Aut\u00f3nomo de M\u00e9xico Business School,null,null,"[""Spanish (Mexican)""]",Mexico City,Mexico,"[""Campus""]",null,[],null,null
Economic-Studies,Master of Science in Financial Technology and Computing,USI Universit\u00e0 della Svizzera italiana,4 semesters,null,"[""English""]",Lugano,Switzerland,"[""Campus""]","""30 Apr 2022""","[""Full-time""]",4000,CHF
Economic-Studies,Master of Science in Accounting and Taxation,Florida Gulf Coast University Lutgert College of Business,null,null,"[""English""]",Fort Myers,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,M.S. in Accounting,University of Tampa - Sykes College of Business,1&nbsp;-&nbsp;2 years,null,"[""English""]",Tampa,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",20960,USD
Economic-Studies,M.S. in International and Development Economics,University of San Francisco - College of Arts & Sciences,2&nbsp;-&nbsp;3 years,null,"[""English""]",San Francisco,USA,"[""Campus""]","""01 Feb 2022""","[""Full-time"",""Part-time""]",27180,USD
Economic-Studies,"MSc Economics, Banking and Finance",Nottingham Trent University,1 year,null,"[""English""]",Nottingham,United Kingdom,"[""Campus""]",null,"[""Full-time""]",10500,GBP
Economic-Studies,Master of Science in Computational Finance,Rochester Institute of Technology (RIT),12&nbsp;-&nbsp;17 months,null,"[""English""]",Rochester,USA,"[""Campus""]",null,"[""Full-time""]",47522,USD
Economic-Studies,Master of Data Science in Quantitative Finance,University of Technology Sydney,0 years,null,"[""English""]",Sydney,Australia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master in Insurance and Risk Management,Ibero-American University (UNIBE),null,null,"[""Spanish""]",Santo Domingo,Dominican Republic,"[""Campus""]",null,[],null,null
Economic-Studies,Master of Science Degree in Personal Financial Planning,College For Financial Planning,null,null,"[""English""]",Centennial,USA,"[""Campus""]",null,[],null,null
Economic-Studies,Executive Master in Finance and Control,MELIUSform Business School,5 months,https://www.meliusform.it/percorsi-formativi/master-in-finanza-e-controllo/programma/roma,"[""Italian""]",Rome,Italy,"[""Campus"",""Online""]",null,"[""Part-time""]",3950,EUR
Economic-Studies,MS in Finance,University of the Philippines (College of Business Administration),1 year,null,[],Quezon City,Philippines,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Masters in Political Economy – Evening Program,University of Asia and the Pacific,4 years,null,"[""English""]",Pasig,Philippines,"[""Campus""]",null,"[""Part-time""]",null,null
Economic-Studies,Master of Advanced Studies in Economics (Leuven),KU Leuven,1 year,http://www.kuleuven.be/onlineopendays,"[""English""]",Leuven,Belgium,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master in Informatics in Public Administration,University of Pardubice,2 years,null,"[""English""]",Pardubice,Czech Republic,"[""Campus""]",null,"[""Full-time""]",3500,EUR
Economic-Studies,M.A. in Modern Indian Studies,The University of G\u00f6ttingen,4 semesters,null,"[""English""]",Göttingen,Germany,"[""Campus""]",null,"[""Full-time""]",330,EUR
Economic-Studies,Master in Insurance and Risk Management,EALDE Business School,12 months,null,"[""Spanish""]",Community of Madrid,Spain,"[""Online""]",null,"[""Full-time""]",null,null
Economic-Studies,Master in Compliance,IMF Smart Education,12 months,null,"[""Spanish""]",Madrid,Spain,"[""Online""]",null,"[""Part-time""]",9100,EUR
Economic-Studies,Master’s Degree in Systemic Risk,Yale University School of Management,null,null,"[""English""]",New Haven,USA,[],null,[],null,null
Economic-Studies,Master in Economic and financial strategy,Kemerovo State University,null,null,"[""Russian""]",Kemerovo,Russia,"[""Campus""]",null,[],null,null
Economic-Studies,"MSc Risk, Crisis and Resilience Management",University of Portsmouth Online,2 years,https://studyonline.port.ac.uk/online-msc-risk-crisis-and-resilience-management?utm_campaign=Eduportals&utm_source=Master%20Studies&utm_medium=CourseProfile&utm_term=CTA&utm_content=Risk,"[""English""]",Portsmouth,United Kingdom,"[""Online""]",null,"[""Part-time""]",11200,GBP
Economic-Studies,Master of Human Resource Management,The University of Toulouse Graduate School of Management,2 semesters,null,[],Toulouse,France,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,MSc Finance - (Coventry University),Ulearn,1&nbsp;-&nbsp;2 years,null,"[""English""]",Coventry,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,International Finance MFin,University of Dundee - School of Social Sciences,12 months,null,"[""English""]",Dundee,United Kingdom,"[""Online""]",null,"[""Full-time""]",7650,GBP
Economic-Studies,Online MS in Finance,Kelley Direct Online,1&nbsp;-&nbsp;3 years,null,"[""English""]",USA Online,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",1330,USD
Economic-Studies,Master of Accounting – MAcc 9 month track,"University of Washington, Tacoma - Milgard School of Business",9 months,null,"[""English""]",Tacoma,USA,"[""Campus""]",null,"[""Part-time""]",24750,USD
Economic-Studies,Master's Degree in Economics of Innovation and Financial Consulting,State Marine Technical University Of St. Petersburg,null,null,"[""Russian""]",Saint Petersburg,Russia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Professional Master in International Economic Relations and Regional Integration (Online),U-EENI Global Network Ahimsa University - EENI - Business School,null,null,"[""English""]",Tarragona,Spain,"[""Online""]",null,[],null,null
Economic-Studies,MSc in Economics and Business - Specialisation in International Economics,Erasmus School of Economics - Erasmus University Rotterdam,1 year,null,"[""English""]",Rotterdam,Netherlands,"[""Campus""]",null,"[""Full-time""]",2168,EUR
Economic-Studies,Master in Finance and Banking Risks-Online,"EUDE, Escuela Europea de Direcci\u00f3n De Empresas",1 year,null,"[""Spanish""]",Madrid,Spain,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master of Science in Business - Finance,Virginia Commonwealth University School of Business,null,null,[],Richmond,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,MSc Global Central Banking and Financial Regulation,Warwick Business School,2 years,null,"[""English""]",London,United Kingdom,"[""Online""]",null,"[""Part-time""]",29200,GBP
Economic-Studies,MS in Accounting,Korea University and Business School,null,null,"[""Korean""]",Seongbuk-gu,South Korea,"[""Campus""]",null,[],null,null
Economic-Studies,Master in Financial Mathematics and Machine Learning,Southern Federal University,2 years,null,"[""English""]",Rostov-on-Don,Russia,"[""Campus""]",null,"[""Full-time""]",153000,RUB
Economic-Studies,Master of Science in Statistics,The University of Texas at Dallas,2 years,null,"[""English""]",Richardson,USA,"[""Campus""]",null,"[""Full-time""]",18276,USD
Economic-Studies,Master of Science in Accountancy,Boise State University College of Business & Economics,null,null,[],Boise,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,MASTER IN ACCOUNTING,La Gran Colombia University (Universidad La Gran Colombia UGC),null,null,"[""Spanish (Colombia)""]",Chapinero,Colombia,"[""Campus""]",null,[],null,null
Economic-Studies,"Master in Methodology and Statistics for the Behavioural, Biomedical and Social Sciences",Utrecht University,2 years,null,"[""English""]",Utrecht,Netherlands,"[""Campus""]",null,"[""Full-time""]",2168,EUR
Economic-Studies,Master in Financial Consulting and Planning,Universidad Rey Juan Carlos T,1 year,null,"[""English"",""Spanish""]",Madrid,Spain,"[""Online""]",null,"[""Full-time""]",45,EUR
Economic-Studies,Masters in Actuarial Science,ISEG - Lisbon School of Economics & Management,3 semesters,null,"[""English""]",Lisbon,Portugal,"[""Campus""]",null,"[""Full-time""]",5500,EUR
Economic-Studies,MSc in Cyber Risk Strategy and Governance,University Bocconi,2 years,null,"[""English""]",Milan,Italy,"[""Campus""]",null,"[""Full-time""]",13474,EUR
Economic-Studies,Master in Socioeconomic and Political Development of Modern Asia,HSE University,2 years,null,"[""English""]",Moscow,Russia,"[""Campus""]","""10 Aug 2022""","[""Full-time""]",390000,RUB
Economic-Studies,MSc Investment Analysis,University of Stirling,12 months,null,"[""English""]",Stirling,United Kingdom,"[""Campus""]",null,"[""Full-time""]",8500,GBP
Economic-Studies,Master in Government Auditing,Juarez University Of Durango State  (Universidad Juarez Del Estado De Durango),null,null,"[""Spanish (Mexican)""]",Durango,Mexico,"[""Campus""]",null,[],null,null
Economic-Studies,M.Sc. in Computational Science (Joint Degree with UvA-VU),Vrije Universiteit Amsterdam,2 years,null,"[""English""]",Amsterdam,Netherlands,"[""Campus""]",null,"[""Full-time""]",1084,EUR
Economic-Studies,Master in Mathematics,University of Klagenfurt - Faculty of Technical Sciences,4 semesters,null,"[""English""]",Klagenfurt,Austria,"[""Campus""]",null,"[""Full-time""]",384,EUR
Economic-Studies,Master in Business Finance,Universidad Complutense de Madrid,4 semesters,https://www.ucm.es/master-finanzas-empresa/,"[""Spanish""]",Madrid,Spain,"[""Campus""]","""15 Feb 2022""","[""Full-time"",""Part-time""]",45,EUR
Economic-Studies,E-Learning Master in Risk Compliance & Internal Controls in the Bank,European School of Banking Management,7 months,null,"[""Italian""]",Milan,Italy,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Part-time""]",null,null
Economic-Studies,Master of Accountancy,Averett University,null,null,"[""English""]",Danville,USA,"[""Campus""]",null,[],null,null
Economic-Studies,Masters in International Economics and Business,University of Verona,2 years,null,"[""English""]",Verona,Italy,"[""Campus""]",null,"[""Full-time""]",1000,EUR
Economic-Studies,Master of Accounting,Atlantic International University Masters Programs,null,null,"[""English""]",Honolulu,USA,"[""Online""]",null,[],null,null
Economic-Studies,Master in European Contemporary History,"University of Luxembourg, Faculty of Humanities, Education and Social Sciences",4 semesters,null,"[""English"",""German"",""French""]",Esch-sur-Alzette,Luxembourg,"[""Campus""]",null,"[""Full-time""]",200,EUR
Economic-Studies,Master of Science in Applied Economics,"Carl H. Lindner College of Business, University of Cincinnati",1 year,null,"[""English""]",Cincinnati,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master of Science in Taxation (MS-Tax),Golden Gate University,4 semesters,https://www.ggu.edu/media/shared/documents/marketing/collateral/ggu-international.pdf,"[""English""]",San Francisco,USA,"[""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",37500,USD
Economic-Studies,MSc Managerial and Financial Economics,HEC Paris School of Management,10 months,http://www.hec.edu/Masters-programs/Master-s-Programs/One-Year-MSc-MS-Programs/MSc-Managerial-and-Financial-Economics/Key-features?utm_source=masterstudies,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",26500,EUR
Economic-Studies,Master Islamic Spiritual Care NL,Islamic University Of Rotterdam,0&nbsp;-&nbsp;2 years,null,"[""Dutch""]",Rotterdam,Netherlands,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master of Accounting,Bond University,72 weeks,null,"[""English""]",Robina,Australia,"[""Campus""]",null,"[""Full-time""]",52741,AUD
Economic-Studies,MSc Financial Risk Management,"University of Leicester, School of Business",1 year,null,"[""English""]",Leicester,United Kingdom,"[""Campus""]",null,"[""Full-time""]",10070,GBP
Economic-Studies,Master of Accounting,Schulich School of Business,null,null,"[""English""]",Toronto,Canada,"[""Campus""]",null,[],null,null
Economic-Studies,M.Fin. in Alternative Investments,University of Massachusetts Amherst Isenberg,null,null,"[""English""]",Amherst,USA,[],null,[],null,null
Economic-Studies,Master of Accounting,Oakland University School of Business Administration,null,null,"[""English""]",Rochester,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master in Management - Specialization in Financial Analysis & Audit,HEC Management School - University of Li\u00e8ge,2 years,null,"[""English"",""French""]",Liège,Belgium,"[""Campus""]",null,"[""Full-time""]",4175,EUR
Economic-Studies,Full-time postgraduate training program for finance majors,Capital University of Economics and Business,null,null,"[""Chinese""]",Fengtai District,China,"[""Campus""]",null,[],null,null
Economic-Studies,Master's Degree in European Studies,Sapienza University of Rome,2 years,null,"[""English""]",Rome,Italy,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",1000,EUR
Economic-Studies,MSc Applied Psychology and Economic Behaviour,University of Bath,1 year,null,"[""English""]",Claverton Down,United Kingdom,"[""Campus""]",null,"[""Full-time""]",10500,GBP
Economic-Studies,Master of Finance,Atlantic International University Masters Programs,null,null,"[""English""]",Honolulu,USA,"[""Online""]",null,[],null,null
Economic-Studies,MS Taxation,"Kogod School of Business, American University",1&nbsp;-&nbsp;3 years,null,"[""English""]",Washington,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",1812,USD
Economic-Studies,"MSc in Accounting, Auditing and Control - Specialisation Accounting and Auditing",Erasmus School of Economics - Erasmus University Rotterdam,1 year,https://www.eur.nl/en/master/accounting-and-auditing?utm_source=keystone&utm_medium=portal&utm_campaign=2020,"[""English""]",Rotterdam,Netherlands,"[""Campus""]",null,"[""Full-time""]",2168,EUR
Economic-Studies,Master in Management: Business and Finance Management,Jagiellonian University,2 years,null,"[""English""]",Kraków,Poland,"[""Campus""]",null,"[""Full-time""]",6200,EUR
Economic-Studies,MA (Hons) in Accounting and Business Finance,Heriot-Watt University Dubai,3 years,null,"[""English""]",Academic City,United Arab Emirates,"[""Campus""]",null,"[""Full-time""]",58800, AED
Economic-Studies,Master in Environmental Management and Audits,Fundaci\u00f3n Universitaria Iberoamericana (FUNIBER),6 months,null,[],Barcelona,Spain,"[""Online""]",null,"[""Part-time""]",null,null
Economic-Studies,Master of Science - ACCOUNTANCY,University of Rochester Simon Business School,null,null,"[""English""]",Rochester,USA,"[""Campus""]",null,[],null,null
Economic-Studies,Master of Finance Master of Financial Planning,University of Technology Sydney,0 years,null,"[""English""]",Sydney,Australia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master of Management in Finance (MMF),"McGill University, Desautels Faculty of Management",12&nbsp;-&nbsp;16 months,https://www.mcgill.ca/desautels/programs/mmf?utm_source=keystone&utm_medium=listing&utm_campaign=mmf_2021,"[""English""]",Montreal,Canada,"[""Campus""]","""15 Jan 2022""","[""Full-time""]",57465,CAD
Economic-Studies,MBA + M.S. in Enterprise Risk Management,Luxembourg School Of Business,2 years,null,"[""English""]",Luxembourg City,Luxembourg,"[""Campus""]",null,[],30000,EUR
Economic-Studies,"Economics, Data Analytics and Corporate Finance Master",\u00c9cole Polytechnique,2 years,https://programmes.polytechnique.edu/en/master/master-of-science-technology-msct-programs/msct-webinars?utm_source=Keystone&utm_medium=referral&utm_campaign=Profile,"[""English""]",Palaiseau,France,"[""Campus""]","""02 Dec 2021""","[""Full-time""]",13000,EUR
Economic-Studies,Master of International Policy,Texas A&M University Bush School of Government and Public Service,null,null,"[""English""]",College Station,USA,"[""Campus""]",null,[],null,null
Economic-Studies,Master of Accountancy,Howard University,1 year,null,"[""English""]",Washington,USA,"[""Campus""]",null,"[""Full-time""]",40000,USD
Economic-Studies,Master of Accountancy,Manderson Graduate School of Business The University of Alabama,null,null,[],Tuscaloosa,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master of Accountancy,Lingnan University,1&nbsp;-&nbsp;3 years,null,"[""English""]",Tuen Mun,Hong Kong,"[""Campus""]",null,"[""Full-time""]",125000,HKD
Economic-Studies,MSc in Risk Management,London School of Business And Research,10 months,null,"[""English""]",London,United Kingdom,"[""Online""]",null,"[""Full-time"",""Part-time""]",6500,GBP
Economic-Studies,Master of Financial Analysis,University of Technology Sydney,1&nbsp;-&nbsp;3 years,null,"[""English""]",Sydney,Australia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master in Economics: Regional Development and Governance,University of Pardubice,2 years,null,"[""English""]",Pardubice,Czech Republic,"[""Campus""]","""15 Feb 2022""","[""Full-time""]",3500,EUR
Economic-Studies,Master in Business and International Economy,Danubius University,2 years,null,"[""English"",""Rumenian""]",Galați,Romania,"[""Campus""]",null,"[""Full-time""]",2900,EUR
Economic-Studies,Master in Financial Management,University of ORT Uruguay,null,null,"[""Spanish""]",Montevideo Department,Uruguay,"[""Campus""]",null,[],null,null
Economic-Studies,MSc in Economics,Hanken School of Economics,2 years,null,"[""English""]",Helsinki,Finland,"[""Campus""]",null,"[""Full-time""]",12500,EUR
Economic-Studies,MPA: Fiscal Management,Norwich University Online,18 months,null,"[""English""]",Northfield,USA,"[""Online""]",null,"[""Part-time""]",null,null
Economic-Studies,Master of Accounting (Professional),Bond University,92 weeks,null,"[""English""]",Robina,Australia,"[""Campus""]",null,"[""Full-time""]",57146,AUD
Economic-Studies,MSc in Economics and Business Administration - Accounting and Finance,University of Southern Denmark,2 years,null,"[""English""]",Odense,Denmark,"[""Campus""]","""01 Mar 2022""","[""Full-time""]",null,null
Economic-Studies,Master in Financial Engineering,National University of Engineering -   Universidad Nacional De Ingenier\u00eda,null,null,"[""Spanish""]",Rimac,Peru,"[""Campus""]",null,[],null,null
Economic-Studies,MA in Economics program,"CEU Central European University, Business programs",null,null,"[""English""]",Budapest,Hungary,[],null,[],null,null
Economic-Studies,Master in Accounting,Burgas Free University,null,null,"[""Bulgarian""]",Burgas,Bulgaria,"[""Campus""]",null,[],null,null
Economic-Studies,MSc in Computer Science - Financial Technology,E\u00f6tv\u00f6s Lor\u00e1nd University,2 years,null,"[""English""]",Budapest,Hungary,"[""Campus""]",null,"[""Full-time""]",3000,EUR
Economic-Studies,MSc Economics and Finance,Xi'an Jiaotong-Liverpool University,18 months,null,"[""English""]",Suzhou,China,"[""Campus""]",null,"[""Full-time""]",144000,CNY
Economic-Studies,Master's in Accountancy,Hodges University,10 months,null,"[""English""]",Fort Myers,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",9967,USD
Economic-Studies,Master in Mathematics and Modeling. Specialization: Mathematical Statistics and Financial Mathematics,Linnaeus University,2 years,null,"[""English""]",Växjö,Sweden,"[""Campus""]","""17 Jan 2022""","[""Full-time""]",310000,SEK
Economic-Studies,Master in Comprehensive Occupational Risk Management,Jaime Isaza Cadavid Colombian Polytechnic  Polit\u00e9cnico Colombiano Jaime Isaza Cadavid,null,null,"[""Spanish (Colombia)""]",Jardin antioquia,Colombia,"[""Campus""]",null,[],null,null
Economic-Studies,MSc International Financial Management & Control,TBS Business School in Barcelona,12 months,https://barcelona.tbs-education.com/program/msc-international-financial-management-control/?utm_source=masterstudies&utm_medium=portal&utm_content=programme&utm_campaign=masterstudies_MScFIN_profile_20,"[""English""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",17000,EUR
Economic-Studies,"M.Sc. in Spatial, Transport and Environmental Economics (STREEM)",Vrije Universiteit Amsterdam,1 year,null,"[""English""]",Amsterdam,Netherlands,"[""Campus""]",null,"[""Full-time""]",1084,EUR
Economic-Studies,Master's Programme in Strategic Finance and Analytics,LUT University,2 years,null,"[""English""]",Lappeenranta,Finland,"[""Campus""]","""31 May 2022""","[""Full-time""]",13500,EUR
Economic-Studies,Master of Science in Decision Analysis,Minerva Schools at KGI,21 months,null,"[""English""]",San Francisco,USA,"[""Online""]",null,"[""Part-time""]",39500,USD
Economic-Studies,Master of Accountancy (MACC),McMurry University,1 year,null,"[""English""]",Abilene,USA,"[""Campus"",""Online""]",null,"[""Full-time""]",29972,USD
Economic-Studies,"MSc in Sport Business, Management and Policy",Manchester Metropolitan University Online,24 months,https://globalonline.mmu.ac.uk/online-courses/msc-in-sport-business-management-and-policy/,"[""English""]",UK Online,United Kingdom,"[""Online""]",null,"[""Part-time""]",10632,GBP
Economic-Studies,Master in Biostatistics,Manuela Beltran University (Universidad Manuela Beltr\u00e1n (UMB)),null,null,"[""Spanish (Colombia)""]",Bogotá,Colombia,"[""Campus""]",null,[],null,null
Economic-Studies,Wealth Management SpecialistSM,College For Financial Planning,null,null,"[""English""]",Centennial,USA,"[""Campus""]",null,[],null,null
Economic-Studies,International Master of Finance,Zhejiang University International Business School,2 years,null,"[""English""]",Jiaxing,China,"[""Campus""]",null,"[""Full-time""]",148000,CNY
Economic-Studies,MSc in Finance,Oxford Brookes University,12&nbsp;-&nbsp;24 months,null,"[""English""]",Headington,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",16200,GBP
Economic-Studies,MA in Responsible Management and Sustainable Economic Development,University for Peace,11 months,null,"[""English""]",Ciudad Colón,Costa Rica,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",19500,USD
Economic-Studies,Master of Science in Finance,Rochester Institute of Technology (RIT),1&nbsp;-&nbsp;2 years,null,"[""English""]",Rochester,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",47522,USD
Economic-Studies,Master of Accountancy,Gardner-Webb University Godbold School of Business,null,null,"[""English""]",Boiling Springs,USA,[],null,[],null,null
Economic-Studies,Master in Global Banking,United International Business Schools,9&nbsp;-&nbsp;36 months,http://events.uibs.org/category/upcoming-webinars/,"[""English""]",Zürich,Switzerland,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",11700,EUR
Economic-Studies,Masters in Economics,ISEG - Lisbon School of Economics & Management,3 semesters,null,"[""English""]",Lisbon,Portugal,"[""Campus""]",null,"[""Part-time""]",5750,EUR
Economic-Studies,MS in Finance,"CEU Central European University, Business programs",null,null,"[""English""]",Budapest,Hungary,[],null,[],null,null
Economic-Studies,Master's Degree in Financial Management and Administration,UNIR,1 year,null,"[""Spanish""]",Logroño,Spain,"[""Online""]",null,"[""Part-time""]",null,null
Economic-Studies,Master of Agricultural and Applied Economics (MAAE),"University of Illinois at Urbana-Champaign - College of Agricultural, Consumer and Environmental Sciences",1&nbsp;-&nbsp;2 years,null,"[""English""]",Champaign,USA,"[""Campus""]",null,"[""Full-time""]",15232,USD
Economic-Studies,MSc Statistics,Botswana International University Of Science And Technology,null,null,"[""English""]",Palapye,Botswana,"[""Campus""]",null,[],null,null
Economic-Studies,master in finance - IESA Panama,IESA - Instituto de Estudios Superiores de Administraci\u00f3n,null,null,[],Caracas,Venezuela,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master of Banking And Applied Finance,Izmir University of Economics,2 years,null,"[""English""]",Izmir,Turkey,"[""Campus""]",null,"[""Full-time""]",8500,USD
Economic-Studies,Master health economics (ma),Apollon Hochschule,24&nbsp;-&nbsp;32 months,null,"[""German""]",Germany Online,Germany,"[""Online""]",null,"[""Part-time""]",null,null
Economic-Studies,MSc in Accountancy,Bentley University - McCallum Graduate School of Business,3&nbsp;-&nbsp;4 semesters,null,"[""English""]",Waltham,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",48000,USD
Economic-Studies,M.S. in Finance,University of Tampa - Sykes College of Business,1 year,null,"[""English""]",Tampa,USA,"[""Campus""]",null,"[""Full-time""]",28820,USD
Economic-Studies,MA Economic Policy,SOAS University of London,1&nbsp;-&nbsp;3 years,null,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",12720,GBP
