field,name,university,duration,url,language,city,country,mode,deadline,pace,tution_amount,tution_currency
Energy-Studies,MSc Sustainable Building Technology,The University of Nottingham - Faculty of Engineering,1 year,null,"[""English""]",Nottingham,United Kingdom,"[""Campus""]",null,"[""Full-time""]",7785,GBP
Energy-Studies,Master's Programme in Bioenergy Systems,LUT University,2 years,null,"[""English""]",Lappeenranta,Finland,"[""Campus""]","""31 May 2022""","[""Full-time""]",13500,EUR
Energy-Studies,Master in Sustainable Energy Engineering,KTH Royal Institute of Technology,2 years,null,"[""English""]",Stockholm,Sweden,"[""Campus""]","""17 Jan 2022""","[""Full-time""]",310000,SEK
Energy-Studies,Master in Renewable Energy Engineering,Universidad P\u00fablica de Navarra - UPNA,2 semesters,null,"[""Spanish""]",Pamplona,Spain,"[""Campus""]",null,"[""Full-time""]",2127,EUR
Energy-Studies,Master in Bioenergy,Universidade Nova de Lisboa (Nova University of Lisbon),null,null,"[""Portuguese (Portugal)""]",Lisbon,Portugal,"[""Campus""]",null,[],null,null
Energy-Studies,MSc Sustainability in Energy Provision and Demand Management,Centre for Alternative Technology,1&nbsp;-&nbsp;2 years,null,"[""English""]",Machynlleth,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",6250,GBP
Energy-Studies,Master in Solar Energy Engineering (2-year),Dalarna University,2 years,null,"[""English""]",Borlänge,Sweden,"[""Campus""]",null,"[""Full-time""]",270000,SEK
Energy-Studies,Master in Energy efficiency of technical building installations,Technical University of Civil Engineering Bucharest,2 years,null,"[""French""]",Bucharest,Romania,"[""Campus""]",null,"[""Full-time""]",2700,EUR
Energy-Studies,"Master in management in the oil, natural gas and petrochemical industry",UVirtual - GMU Universidad Guillermo Marconi,18 months,null,"[""Spanish""]",Rome,Italy,"[""Online""]",null,"[""Full-time""]",6950,USD
Energy-Studies,Master in Sciences and Technologies for Energy,Institut Polytechnique de Paris,2 years,null,"[""English"",""French""]",Palaiseau,France,"[""Campus""]","""31 May 2022""","[""Full-time""]",6243,EUR
Energy-Studies,"MSc in Thermal Power - Rotating Machinery, Engineering and Management Option",Cranfield University,1 year,null,"[""English""]",Cranfield,United Kingdom,"[""Campus""]",null,"[""Full-time""]",23000,GBP
Energy-Studies,MSc in Advanced Digital Energy Systems,Cranfield University,1&nbsp;-&nbsp;2 years,null,"[""English""]",Cranfield,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",10500,GBP
Energy-Studies,INTERNATIONAL MASTER’S DEGREE IN CIVIL ENGINEERING OF COMPLEX AND NUCLEAR STRUCTURES,International Institute of Nuclear Energy I2EN,0&nbsp;-&nbsp;2 years,null,"[""English""]",Gif-sur-Yvette,France,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,Master in Energy Efficiency and Renewable Energies,Structuralia,1 year,null,"[""Spanish""]",Alcobendas,Spain,"[""Online""]",null,"[""Part-time""]",4490,EUR
Energy-Studies,MSc in Sustainable Energy Solutions,University of the Highlands and Islands,1&nbsp;-&nbsp;3 years,null,"[""English""]",Perth,United Kingdom,"[""Online""]",null,"[""Full-time"",""Part-time""]",8820,GBP
Energy-Studies,MSc in Materials and Processes for Sustainable Energetics,Tallinn University of Technology,2 years,null,"[""English""]",Tallinn,Estonia,"[""Campus""]",null,"[""Full-time""]",3600,EUR
Energy-Studies,Masters in renewable energy and energy sustainability,UNIBA Centro Universitario Internacional de Barcelona,10 months,null,"[""Spanish""]",Barcelona,Spain,"[""Online""]",null,"[""Part-time""]",5400,EUR
Energy-Studies,Master in Energy,"Asian Institute of Technology School of Environment, Resources and Development (SERD)",4 semesters,null,[],Rangsit,Thailand,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,Master in Sustainable Energy Systems,Open University Of Cyprus,2 years,null,"[""English""]",Cyprus Online,Cyprus,"[""Online""]",null,"[""Full-time"",""Part-time""]",6000,EUR
Energy-Studies,MSc Energy Engineering,University of Hull,1 year,null,"[""English""]",Hull,United Kingdom,"[""Campus""]","""01 Aug 2022""","[""Full-time""]",9000,GBP
Energy-Studies,Master in Green Energy Technology,\u00d8stfold University College,null,null,"[""English""]",Halden,Norway,"[""Campus""]",null,[],null,null
Energy-Studies,MPhil in Computer Science and Engineering (Energy Technology Concentration),The Hong Kong University of Science and Technology,2&nbsp;-&nbsp;4 years,null,"[""English""]",Hong Kong,Hong Kong,"[""Campus""]",null,"[""Full-time"",""Part-time""]",42100,HKD
Energy-Studies,Master in Renewable Energy (EIT InnoEnergy),KTH Royal Institute of Technology,2 years,null,"[""English""]",Stockholm,Sweden,"[""Campus""]",null,"[""Full-time""]",15000,EUR
Energy-Studies,Master in Renewable Energy,Fundaci\u00f3n Universitaria Iberoamericana (FUNIBER),1&nbsp;-&nbsp;2 years,null,[],Barcelona,Spain,"[""Online""]",null,"[""Part-time""]",null,null
Energy-Studies,Master in Green Technology for Sustainability,Nanhua University Institute of International and Cross-Strait Affairs,2&nbsp;-&nbsp;4 years,null,"[""English""]",Chiayi,Taiwan,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",1135,USD
Energy-Studies,MSc Global Energy Technologies and Systems,University of Birmingham - College of Engineering and Physical Sciences,1 year,null,"[""English""]",Birmingham,United Kingdom,"[""Campus""]",null,"[""Full-time""]",10260,GBP
Energy-Studies,Master Degree in Energy Engineering,University Of Sannio,null,null,"[""Italian""]",Benevento,Italy,"[""Campus""]",null,[],null,null
Energy-Studies,Master in Nuclear Technology,Metropolitan University Of Technology,null,null,"[""Spanish (Chile)""]",Santiago,Chile,"[""Campus""]",null,[],null,null
Energy-Studies,Master in Energy Systems Engineering,Rutgers School of Engineering,2&nbsp;-&nbsp;3 years,https://global.rutgers.edu/rutgers-global-interpretation-sevpice-broadcast-message,"[""English""]",Piscataway Township,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",13000,USD
Energy-Studies,"MSc/PGDip Energy, Water & Environmental Management",Abertay University,1 year,null,[],Dundee,United Kingdom,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,Master in Chemical Engineering for Energy and Environment,KTH Royal Institute of Technology,2 years,null,"[""English""]",Stockholm,Sweden,"[""Campus""]","""17 Jan 2022""","[""Full-time""]",310000,SEK
Energy-Studies,Master of Science (MSc) International Business 4.0: Specialisation Leading Green and Digital Transformation of Businesses,ESSCA School of Management - Online Programs,1 year,https://esscaonlinecampus.edu.eu/,"[""English""]",Paris,France,"[""Online""]","""11 Jul 2022""","[""Full-time""]",13500,EUR
Energy-Studies,Nuclear Engineering (Master's program),Ontario Tech University,null,null,"[""English""]",Oshawa,Canada,[],null,[],null,null
Energy-Studies,Master in Advanced Catalysis and Molecular Modeling (MACMoM),Universitat de Girona,1 year,null,"[""English""]",Girona,Spain,"[""Campus""]",null,"[""Full-time""]",1660,EUR
Energy-Studies,Master of Science in Energy Engineering,University Of Genoa (Universit\u00e0 Degli Studi Di Genova),2 years,http://www.en2.unige.it,"[""English""]",Varazze,Italy,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,Master in Renewable Energies and Energy Efficiency,Instituto Superior de Negocios Internacionales de Barcelona (ISNIB),null,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",4800,EUR
Energy-Studies,Master in Project Management in Renewable Energies,EALDE Business School,12 months,null,"[""Spanish""]",Community of Madrid,Spain,"[""Online""]",null,"[""Part-time""]",null,null
Energy-Studies,Master of Science in Green Technologies,Gda\u0144sk University of Technology,3 semesters,null,"[""English""]",Gdańsk,Poland,"[""Campus""]","""21 Dec 2021""","[""Full-time""]",8600,PLN
Energy-Studies,Master in Energy and Environment,Universidad Autonoma Metropolitana,null,null,"[""Spanish (Mexican)""]",Mexico City,Mexico,"[""Campus""]",null,[],null,null
Energy-Studies,MSc in Petroleum Engineering,Khalifa University,2&nbsp;-&nbsp;3 years,null,"[""English""]",Abu Dhabi,United Arab Emirates,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Energy-Studies,Master in Nuclear Technology,Learn chile,null,null,"[""Spanish (Chile)""]",Providencia,Chile,"[""Campus""]",null,[],null,null
Energy-Studies,Chemical Technologies in Nuclear Energy Master,\u0425\u0438\u043c\u0438\u043a\u043e\u0442\u0435\u0445\u043d\u043e\u043b\u043e\u0433\u0438\u0447\u0435\u043d \u0438 \u043c\u0435\u0442\u0430\u043b\u0443\u0440\u0433\u0438\u0447\u0435\u043d \u0443\u043d\u0438\u0432\u0435\u0440\u0441\u0438\u0442\u0435\u0442,null,null,"[""Bulgarian""]",Sofia,Bulgaria,"[""Campus""]",null,[],null,null
Energy-Studies,MSc in Petroleum Geoscience,Imperial College London,1 year,null,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time""]",17750,GBP
Energy-Studies,Master of Science in Renewable and Clean Energy,Wright State University,2 years,null,"[""English""]",Dayton,USA,"[""Campus""]",null,"[""Full-time""]",28596,USD
Energy-Studies,Master of Management in Energy (MME),Tulane A B Freeman School of Business,10&nbsp;-&nbsp;18 months,null,"[""English""]",New Orleans,USA,"[""Campus""]","""01 Jul 2022""","[""Full-time"",""Part-time""]",67930,USD
Energy-Studies,Master of Science in Energy Systems,The Skolkovo Institute of Science and Technology (Skoltech),2 years,null,"[""English""]",Moscow,Russia,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,MSc in Renewable Energy Engineering,Heriot-Watt University Dubai,1&nbsp;-&nbsp;2 years,null,"[""English""]",Academic City,United Arab Emirates,"[""Campus""]",null,"[""Part-time""]",85050, AED
Energy-Studies,Master of Energy Economics,Rice University,12 months,null,"[""English""]",Houston,USA,"[""Campus""]",null,"[""Full-time""]",58000,USD
Energy-Studies,Energy Environment: Science Technology and Management (STEEM) Master,\u00c9cole Polytechnique,2 years,https://programmes.polytechnique.edu/en/master/master-of-science-technology-msct-programs/msct-webinars?utm_source=Keystone&utm_medium=referral&utm_campaign=Profile,"[""English""]",Palaiseau,France,"[""Campus""]","""02 Dec 2021""","[""Full-time""]",13000,EUR
Energy-Studies,M.Sc. in Energy Materials,Egypt-Japan University of Science and Technology,2 years,null,"[""English""]",Alexandria,Egypt,"[""Campus""]",null,"[""Full-time""]",13000,USD
Energy-Studies,Master in International Energy,Sciences Po,2 years,https://www.sciencespo.fr/admissions/en/graduate-international-admissions.html?utm_campaign=keystone&utm_content=admission_master_pim,"[""English"",""French""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,MSc in Energy Systems,International Hellenic University (IHU),1 year,null,"[""English""]",Thessaloniki,Greece,"[""Campus""]",null,"[""Full-time"",""Part-time""]",4000,EUR
Energy-Studies,MS BE + Positive energy building,IMT Mines Albi,2 semesters,null,"[""French""]",Albi,France,"[""Campus""]",null,"[""Full-time""]",6500,EUR
Energy-Studies,MSc in Thermal Power - Gas Turbine Technology Option,Cranfield University,1 year,null,"[""English""]",Cranfield,United Kingdom,"[""Campus""]",null,"[""Full-time""]",11500,GBP
Energy-Studies,M.S. Nuclear Engineering,University of Idaho,null,null,"[""English""]",Moscow,USA,[],null,[],null,null
Energy-Studies,MSc Nanotechnology and Renewable Energy,University of Surrey,1&nbsp;-&nbsp;5 years,null,"[""English""]",Guildford,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",22400,GBP
Energy-Studies,Machinery and equipment for oil and gas and mining complexes,Ural State Mining University,null,null,"[""Russian""]",Yekaterinburg,Russia,"[""Campus""]",null,[],null,null
Energy-Studies,Master in Energy Management Planning and Public Policies Department,National University Of Lanus | Universidad Nacional De Lan\u00fas,null,null,"[""Spanish (Argentina)""]",Remedios de Escalada,Argentina,"[""Campus""]",null,[],null,null
Energy-Studies,M.Sc. in Energy Resources Engineering,Egypt-Japan University of Science and Technology,2 years,null,"[""English""]",Alexandria,Egypt,"[""Campus""]",null,"[""Full-time""]",13000,USD
Energy-Studies,MSc in Sustainable Energy Engineering,Iceland School of Energy \u2013 Reykjavik University,18 months,null,"[""English""]",Reykjavík,Iceland,"[""Campus""]",null,"[""Full-time""]",17500,USD
Energy-Studies,MSc In Nuclear Power Engineering,Wroclaw University of Science and Technology,3 semesters,null,"[""English""]",Wrocław,Poland,"[""Campus""]",null,"[""Full-time""]",2000,EUR
Energy-Studies,Master of Science in Renewable Energy & Sustainability,Palestine Polytechnic University,2 years,null,"[""English"",""Arabic (Jordan)""]",Hebron,Palestinian Territories,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,Master cue - assembly and maintenance management of wind farms,Campus Universitario Europeo,6 months,null,[],A Coruña,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",1595,EUR
Energy-Studies,Master in Energy Efficient Built Environment,Dalarna University,1 year,null,"[""English""]",Borlänge,Sweden,"[""Campus""]",null,"[""Full-time""]",135000,SEK
Energy-Studies,Master in Simulation and Optimization of Energy Systems (SIMOS),Universit\u00e9 de Pau et des Pays de l'Adour,4 semesters,null,"[""English""]",Pau,France,"[""Campus""]",null,"[""Full-time""]",6250,EUR
Energy-Studies,Energy Policy MSc (online),University of Sussex Online,2&nbsp;-&nbsp;4 years,null,"[""English""]",London,United Kingdom,"[""Online""]",null,"[""Part-time""]",11750,GBP
Energy-Studies,Master in Energy and Environmental Sustainability,Universidad De La Serena,null,null,"[""Spanish (Chile)""]",La Serena,Chile,"[""Campus""]",null,[],null,null
Energy-Studies,Master in Technologies of Environmental Valorization and Energy Production,Polite\u0301cnico de Portalegre,2 semesters,null,"[""Portuguese""]",Portalegre,Portugal,"[""Campus""]",null,"[""Full-time""]",1000,EUR
Energy-Studies,Master of Science in Energy Management,The University of Texas at Dallas,2 years,null,[],Richardson,USA,"[""Campus""]",null,"[""Full-time""]",18276,USD
Energy-Studies,Master of Science in Energy Business,SRH Hochschule f\u00fcr Logistik und Wirtschaft Hamm,4&nbsp;-&nbsp;6 semesters,null,[],Hamm,Germany,"[""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Energy-Studies,Seminar for Senior Executives in the Oil and Gas Industry,"Cox School of Business, Southern Methodist University",2 weeks,null,[],Dallas,USA,"[""Campus""]",null,"[""Part-time""]",10250,USD
Energy-Studies,Master's Program in Renewable Energy,Irkutsk National Research Technical University,2 years,null,"[""English""]",Irkutsk,Russia,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",2900,USD
Energy-Studies,MPhil in Chemical and Biomolecular Engineering (Energy Technology Concentration),The Hong Kong University of Science and Technology,2&nbsp;-&nbsp;4 years,null,"[""English""]",Hong Kong,Hong Kong,"[""Campus""]",null,"[""Full-time"",""Part-time""]",42100,HKD
Energy-Studies,MSc in Energy Science,Trinity College Dublin,1 year,null,"[""English""]",Dublin,Ireland,"[""Campus""]",null,"[""Full-time""]",8742,EUR
Energy-Studies,Master in Oil and Gas Production,Ivano-Frankivsk National Technical University Of Oil And Gas,18 months,null,"[""English""]",Ivano-Frankivsk,Ukraine,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,MSc in Petroleum Engineering,Heriot-Watt University Dubai,1&nbsp;-&nbsp;2 years,null,"[""English""]",Academic City,United Arab Emirates,"[""Campus""]",null,"[""Full-time"",""Part-time""]",136500, AED
Energy-Studies,Master in Renewable Energies and Energy Efficiency,Higher Institute of the Environment,null,null,"[""Spanish""]",Madrid,Spain,"[""Campus""]",null,[],null,null
Energy-Studies,"Graduate Programs in English - Engineering, Natural Science and Social Science",Inha University,1&nbsp;-&nbsp;9 semesters,https://www.youtube.com/channel/UC7NSV8OnTpVT5hvyTX79WQw,"[""English""]",Incheon,South Korea,"[""Campus""]","""31 Aug 2022""","[""Full-time""]",6305000,KRW
Energy-Studies,Master in Thermal Science and Energy,Universit\u00e9 de Nantes,1 year,null,"[""English""]",Nantes,France,"[""Campus""]",null,"[""Full-time""]",7500,EUR
Energy-Studies,MSc in Energy and Environmental Sciences,University of Groningen,2 years,null,"[""English""]",Groningen,Netherlands,"[""Campus""]","""01 May 2022""","[""Full-time""]",2168,EUR
Energy-Studies,Master of Science in Petroleum Engineering,The Skolkovo Institute of Science and Technology (Skoltech),2 years,null,"[""English""]",Moscow,Russia,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,MSc in Petroleum Geoscience,Khalifa University,2 years,null,"[""English""]",Abu Dhabi,United Arab Emirates,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Energy-Studies,MSc in Petroleum Engineering,Imperial College London,1 year,null,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time""]",17750,GBP
Energy-Studies,Master in Energy Management and its Renewable Sources (MER) (online),Tecnol\u00f3gico de Monterrey - ITESM,30 months,null,"[""Spanish""]",Monterrey,Mexico,"[""Online""]",null,"[""Full-time"",""Part-time""]",22455,MXN
Energy-Studies,Online Master of Science in Wind Energy Systems,Fraunhofer Academy,7&nbsp;-&nbsp;9 semesters,null,"[""English""]",Kassel,Germany,"[""Online""]",null,"[""Part-time""]",14000,EUR
Energy-Studies,MSc in Energy Technology,Peter the Great St. Petersburg Polytechnic University,2 years,null,"[""English""]",Saint Petersburg,Russia,"[""Campus""]","""01 Aug 2022""","[""Full-time""]",305000,RUB
Energy-Studies,Renewable Energy,"Hanze University of Applied Sciences - Groningen, the Netherlands",3 semesters,http://www.hanzegroningen.eu/mre,"[""English""]",Groningen,Netherlands,"[""Campus""]",null,"[""Full-time""]",2060,EUR
Energy-Studies,Master in Electrical Energy Conversion & Power Systems,Polytechnic Institute of Coimbra,2 years,null,"[""English""]",Coimbra,Portugal,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,MSc in Sustainable Energy Engineering,Silesian University Of Technology,4 semesters,null,"[""English""]",Gliwice,Poland,"[""Campus""]",null,"[""Full-time""]",1900,EUR
Energy-Studies,"Master of Advanced Studies (MAS) in Leadership and Business Administration Oil, Gas and Energy",Academy of Leadership Sciences Switzerland,12&nbsp;-&nbsp;24 months,null,"[""English""]",Zürich,Switzerland,"[""Online & Campus Combined"",""Campus"",""Online""]","""01 Feb 2022""","[""Full-time"",""Part-time""]",16500,CHF
Energy-Studies,Master in Nuclear Energy Science and Engineering,Harbin Engineering University (HEU),null,null,[],Harbin,China,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,Master of Science in Sustainable Energy Processes and Systems,Linnaeus University,2 years,null,"[""English""]",Växjö,Sweden,"[""Campus""]","""17 Jan 2022""","[""Full-time""]",310000,SEK
Energy-Studies,Master of Science in Sustainable Energy Management (MSSEM),Al Akhawayn University (in Ifrane),1&nbsp;-&nbsp;3 years,null,"[""English""]",Ifran,Morocco,"[""Campus""]",null,"[""Full-time"",""Part-time""]",2650,MAD
Energy-Studies,Master in Petroleum Engineering Reinforcement,Universit\u00e9 de Pau et des Pays de l'Adour,1 year,null,"[""English""]",Pau,France,"[""Campus""]",null,"[""Full-time""]",243,EUR
Energy-Studies,"MASTER'S OF SCIENCE - YEAR 2, Major: Materials science for Nuclear Energy",International Institute of Nuclear Energy I2EN,0 years,null,"[""English""]",Gif-sur-Yvette,France,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,Master in Oil and Gas Management,Novosibirsk State University,2 years,null,"[""English""]",Novosibirsk,Russia,"[""Campus""]",null,"[""Full-time""]",4200,USD
Energy-Studies,European Master in Sustainable Energy System Management,European Master in Renewable Energy and European Master in Sustainable Energy System Management,3 semesters,null,"[""English""]",Groningen,Netherlands,"[""Campus""]","""01 May 2022""","[""Full-time""]",8000,EUR
Energy-Studies,MEng in Electrical Power Engineering,"Glasgow Caledonian University - The School of  Computing, Engineering and Built Environment",5 years,null,"[""English""]",Glasgow,United Kingdom,"[""Campus""]",null,"[""Full-time""]",1820,GBP
Energy-Studies,MSc in Sustainable Energy,Iceland School of Energy \u2013 Reykjavik University,18 months,null,"[""English""]",Reykjavík,Iceland,"[""Campus""]",null,"[""Full-time""]",17500,USD
Energy-Studies,International Material Flow Management (IMAT) Program,Ritsumeikan Asia Pacific University (APU),2 years,https://admissions.apu.ac.jp/graduate/about_apu/info_sessions/,"[""English""]",Beppu,Japan,"[""Campus""]","""06 Apr 2022""","[""Full-time""]",2800000,JPY
Energy-Studies,Energy Studies with Specialisation in Energy and the Environment MSc,University of Dundee - School of Social Sciences,12 months,null,"[""English""]",Dundee,United Kingdom,"[""Campus""]",null,"[""Full-time""]",7650,GBP
Energy-Studies,Master in Renewable Energy,North China Electric Power University (NCEPU),null,null,"[""Chinese""]",Changping District,China,"[""Campus""]",null,[],null,null
Energy-Studies,Master in Renewable Energy Sources and Waste Management,University of Agriculture in Krakow,3 semesters,null,"[""English""]",Kraków,Poland,"[""Campus""]",null,"[""Full-time""]",2000,EUR
Energy-Studies,Master of Science in Petroleum Engineering,Technical University of Denmark,2 years,https://www.dtu.dk/english/Service/coronavirus,"[""English""]",Lyngby,Denmark,"[""Campus""]","""15 Jan 2022""","[""Full-time""]",7500,EUR
Energy-Studies,MSc in Process and Bioprocess Engineering - Track in Project Management for Environmental and Energy Engineering (PM3E),IMT Atlantique,2 years,null,"[""English""]",Nantes,France,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",24000,EUR
Energy-Studies,Master of Mechanical Engineering - Energetics and Propulsion (M-ENG EP),Centrale Nantes,2 years,null,"[""English""]",Nantes,France,"[""Campus""]",null,"[""Full-time""]",15000,EUR
Energy-Studies,Master in Energy Management,Ivano-Frankivsk National Technical University Of Oil And Gas,18 months,null,"[""English""]",Ivano-Frankivsk,Ukraine,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,International Oil and Gas Management MSc,University of Dundee - School of Social Sciences,12 months,null,"[""English""]",Dundee,United Kingdom,"[""Campus""]",null,"[""Full-time""]",7650,GBP
Energy-Studies,MSc Sustainable in Engineering: Energy,Nottingham Trent University Engineering,1&nbsp;-&nbsp;2 years,null,"[""English""]",Clifton,United Kingdom,"[""Campus""]",null,"[""Full-time""]",15500,GBP
Energy-Studies,"Electrical power engineering and electrical engineering, master",National Mineral Resources University,0&nbsp;-&nbsp;2 years,null,"[""Russian""]",Saint Petersburg,Russia,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,MSc in Sustainable Energy Logistics,Molde University College,2 years,null,"[""English""]",Molde,Norway,"[""Campus""]",null,"[""Full-time""]",745,NOK
Energy-Studies,MSc in Thermal Power,Cranfield University,1 year,null,"[""English""]",Cranfield,United Kingdom,"[""Campus""]",null,"[""Full-time""]",11500,GBP
Energy-Studies,MPhil in Mechanical Engineering (Energy Technology Concentration),The Hong Kong University of Science and Technology,2&nbsp;-&nbsp;4 years,null,"[""English""]",Hong Kong,Hong Kong,"[""Campus""]",null,"[""Full-time"",""Part-time""]",42100,HKD
Energy-Studies,MSc Energy and Climate Policy,University of Sussex Business School,1&nbsp;-&nbsp;2 years,null,"[""English""]",Brighton,United Kingdom,"[""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",12450,GBP
Energy-Studies,Master in Nuclear System Safety Engineering,Nagaoka University of Technology,null,null,"[""Japanese""]",Nagaoka,Japan,"[""Campus""]",null,[],null,null
Energy-Studies,Master of Science in Petroleum and Gas Engineering,Khazar University,2 years,null,"[""English""]",Baku,Azerbaijan,"[""Campus""]","""15 May 2022""","[""Full-time""]",5000,USD
Energy-Studies,Building Sustainability (MBA),TU-Campus EUREF,3 semesters,null,"[""English""]",Berlin,Germany,"[""Campus""]",null,"[""Full-time""]",5000,EUR
Energy-Studies,MSc in Sustainable Energy Engineering,Lund University,2 years,null,"[""English""]",Lund,Sweden,"[""Campus""]",null,"[""Full-time""]",290000,SEK
Energy-Studies,MSc Sustainable Energy Engineering,The University of Nottingham - Faculty of Engineering,1 year,null,"[""English""]",Nottingham,United Kingdom,"[""Campus""]",null,"[""Full-time""]",7785,GBP
Energy-Studies,MSc in Renewable Energy Management,Institute For Technology And Resources Management in the Tropics and Subtropics,4 semesters,null,"[""English""]",Cologne,Germany,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,MSc in Sustainable Energy Technology,Eindhoven University of Technology,2 years,null,"[""English""]",Eindhoven,Netherlands,"[""Campus""]","""01 May 2022""","[""Full-time""]",1084,EUR
Energy-Studies,MSc In Renewable Energy Systems,Wroclaw University of Science and Technology,4 semesters,null,"[""English""]",Wrocław,Poland,"[""Campus""]",null,"[""Full-time""]",2000,EUR
Energy-Studies,MicroMasters Program in Solar Energy Engineering (TU Delft),edX,45&nbsp;-&nbsp;60 weeks,https://www.awin1.com/cread.php?awinmid=6798&awinaffid=301267&clickref=&ued=https%3A%2F%2Fwww.edx.org%2Fmicromasters%2Fdelftx-solar-energy-engineering,"[""English""]",Cambridge,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",1260,USD
Energy-Studies,MS in Energy Engineering,The University of Hong Kong Faculty of Engineering,null,null,"[""English""]",Pok Fu Lam,Hong Kong,"[""Campus""]",null,[],null,null
Energy-Studies,MS in Energy & Environment,Boston University Graduate School of Arts & Sciences,2 semesters,null,"[""English""]",Boston,USA,"[""Campus""]","""15 Apr 2022""","[""Full-time""]",29280,USD
Energy-Studies,"Power Engineering and Electrical Engineering, Optimization of Developing Power Supply Systems, Master's Degree",Irkutsk State Agrarian University Named After A.A. Ezhevsky,2 years,null,"[""Russian""]",Molodezhnyy,Russia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Energy-Studies,M.Sc. Nuclear Power Engineering,Warsaw University of Technology,4 semesters,null,"[""English""]",Warsaw,Poland,"[""Campus""]","""15 Dec 2021""","[""Full-time""]",1650,EUR
Energy-Studies,Master in Petroleum & Natural Gas Engineering,Bircham International University,36&nbsp;-&nbsp;54 weeks,null,"[""English"",""Spanish"",""French"",""Portuguese"",""German"",""Chinese"",""Japanese"",""Russian"",""Arabic""]",Villanueva de la Cañada,Spain,"[""Online""]",null,"[""Part-time""]",7020,EUR
Energy-Studies,Energy and Environmental Change MA,University of Westminster,1 year,https://www.westminster.ac.uk/law-planning-housing-and-urban-design-politics-and-international-relations-courses/2019-20/september/full-time/energy-and-environmental-change-ma?utm_source=keystone%20&utm_medium=Directory&utm_campaign=20190603_ks1920_dy_ks_b1_v1,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time""]",14500,GBP
Energy-Studies,RIDEF 2.0 Reinventing energy XVI edition,Politecnico di Milano RIDEF,518 hours,https://www.ridef2.com/iscrizioni.html,"[""Italian""]",Milan,Italy,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",null,null
Energy-Studies,MSc in Nuclear Engineering - Track in Nuclear Energy Production and Industrial Applications (NEPIA),IMT Atlantique,2 years,null,"[""English""]",Nantes,France,"[""Campus""]",null,"[""Full-time""]",24000,EUR
Energy-Studies,Master in Electrical Energy Engineering: Electrical Engineering,University of Bologna,2 years,https://www.unibo.it/en/university/covid-19-The-measures-adopted-by-the-University-of-Bologna/covid-misure-universita-di-bologna/?utm_source=Keystone&utm_campaign=Keystone&utm_medium=KeystoneListing,"[""English""]",Bologna,Italy,"[""Campus""]",null,"[""Full-time""]",null,null
Energy-Studies,European Masters environmental and energy management,Ecole Sup\u00e9rieure Ouverte \u00e0 Distance,2 years,null,"[""French""]",France Online,France,"[""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Energy-Studies,Master of Science in Renewable Electric Power Systems,Linnaeus University,2 years,null,"[""English""]",Växjö,Sweden,"[""Campus""]","""17 Jan 2022""","[""Full-time""]",310000,SEK
Energy-Studies,MSc Oil & Gas Trade Management,Regent\u2019s University London,12&nbsp;-&nbsp;16 months,null,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time""]",18000,GBP
